well_id,sample_date,tritium_pci_l
MW-07,2004-12-31,17549.3
MW-07,2005-03-31,18336.9
MW-07,2005-06-30,15460.2
MW-07,2005-09-30,16701.7
MW-07,2005-12-31,18209.5
MW-07,2006-06-30,18382.3
MW-07,2006-12-31,17391.3
MW-07,2007-03-31,14949.7
MW-07,2007-06-30,18685.9
MW-07,2007-09-30,18293.4
MW-07,2007-12-31,16922.8
MW-07,2008-03-31,18595.7
MW-07,2008-06-30,15579.7
MW-07,2008-09-30,13848.6
MW-07,2008-12-31,13903.7
MW-07,2009-03-31,14339.0
MW-07,2009-06-30,14579.0
MW-07,2009-09-30,15515.2
MW-07,2009-12-31,13208.7
MW-07,2010-03-31,13300.2
MW-07,2010-06-30,14466.7
MW-07,2010-09-30,12702.8
MW-07,2010-12-31,11461.3
MW-07,2011-03-31,11855.2
MW-07,2011-06-30,13220.8
MW-07,2011-09-30,14000.4
MW-07,2011-12-31,14192.9
MW-07,2012-03-31,12232.5
MW-07,2012-06-30,10735.3
MW-07,2012-09-30,13551.8
MW-07,2012-12-31,10597.4
MW-07,2013-03-31,13553.2
MW-07,2013-06-30,12026.5
MW-07,2013-09-30,12526.7
MW-07,2013-12-31,10948.9
MW-07,2014-03-31,8979.8
MW-07,2014-06-30,9114.3
MW-07,2014-09-30,9320.5
MW-07,2014-12-31,11565.0
MW-07,2015-03-31,10174.0
MW-07,2015-06-30,10074.9
MW-07,2015-09-30,10331.9
MW-07,2015-12-31,9002.5
MW-08,1982-03-31,755.2
MW-08,1982-06-30,513.3
MW-08,1982-09-30,684.9
MW-08,1982-12-31,597.5
MW-08,1983-03-31,712.9
MW-08,1983-09-30,649.6
MW-08,1983-12-31,585.6
MW-08,1984-03-31,570.8
MW-08,1984-06-30,657.1
MW-08,1984-09-30,608.4
MW-08,1985-03-31,614.4
MW-08,1985-06-30,622.2
MW-08,1985-09-30,665.8
MW-08,1985-12-31,690.1
MW-08,1986-03-31,639.3
MW-08,1986-06-30,548.6
MW-08,1986-12-31,692.2
MW-08,1987-03-31,673.4
MW-08,1987-06-30,609.5
MW-08,1987-09-30,582.0
MW-08,1987-12-31,657.5
MW-08,1988-03-31,645.5
MW-08,1988-06-30,650.4
MW-08,1988-09-30,674.4
MW-08,1988-12-31,641.8
MW-08,1989-03-31,545.7
MW-08,1989-06-30,692.2
MW-08,1989-09-30,736.8
MW-08,1989-12-31,618.4
MW-08,1990-03-31,551.1
MW-08,1990-06-30,658.5
MW-08,1990-09-30,664.7
MW-08,1990-12-31,765.7
MW-08,1991-06-30,597.7
MW-08,1991-09-30,574.6
MW-08,1991-12-31,595.2
MW-08,1992-03-31,695.9
MW-08,1992-06-30,701.6
MW-08,1992-09-30,600.4
MW-08,1992-12-31,582.8
MW-08,1993-03-31,693.9
MW-08,1993-06-30,600.6
MW-08,1993-09-30,594.1
MW-08,1993-12-31,707.3
MW-08,1994-03-31,698.9
MW-08,1994-06-30,681.9
MW-08,1994-12-31,619.3
MW-08,1995-03-31,648.5
MW-08,1995-06-30,638.4
MW-08,1995-09-30,517.1
MW-08,1995-12-31,575.1
MW-08,1996-03-31,691.6
MW-08,1996-06-30,601.1
MW-08,1996-09-30,660.9
MW-08,1996-12-31,579.4
MW-08,1997-03-31,598.8
MW-08,1997-06-30,620.1
MW-08,1997-09-30,665.2
MW-08,1997-12-31,700.5
MW-08,1998-03-31,730.8
MW-08,1998-06-30,723.4
MW-08,1998-09-30,613.5
MW-08,1998-12-31,570.8
MW-08,1999-03-31,680.2
MW-08,1999-09-30,604.6
MW-08,1999-12-31,721.2
MW-08,2000-03-31,664.5
MW-08,2000-06-30,607.7
MW-08,2000-09-30,547.3
MW-08,2000-12-31,610.8
MW-08,2001-03-31,638.2
MW-08,2001-06-30,559.7
MW-08,2001-09-30,652.4
MW-08,2001-12-31,577.4
MW-08,2002-03-31,641.4
MW-08,2002-06-30,697.8
MW-08,2002-09-30,666.4
MW-08,2002-12-31,656.5
MW-08,2003-03-31,607.6
MW-08,2003-06-30,684.2
MW-08,2003-09-30,691.6
MW-08,2003-12-31,701.8
MW-08,2004-03-31,540.3
MW-08,2004-06-30,619.9
MW-08,2004-09-30,710.6
MW-08,2004-12-31,705.7
MW-08,2005-03-31,658.1
MW-08,2005-09-30,704.5
MW-08,2005-12-31,681.3
MW-08,2006-03-31,646.2
MW-08,2006-06-30,636.4
MW-08,2006-09-30,639.1
MW-08,2006-12-31,657.1
MW-08,2007-03-31,662.2
MW-08,2007-06-30,716.2
MW-08,2007-09-30,575.7
MW-08,2007-12-31,645.2
MW-08,2008-03-31,802.0
MW-08,2008-06-30,644.8
MW-08,2008-09-30,620.6
MW-08,2008-12-31,695.4
MW-08,2009-03-31,605.8
MW-08,2009-06-30,593.0
MW-08,2009-09-30,655.5
MW-08,2009-12-31,658.7
MW-08,2010-03-31,643.9
MW-08,2010-06-30,724.4
MW-08,2010-09-30,658.9
MW-08,2011-03-31,651.0
MW-08,2011-06-30,670.3
MW-08,2011-09-30,496.3
MW-08,2011-12-31,713.5
MW-08,2012-03-31,591.2
MW-08,2012-06-30,611.5
MW-08,2012-09-30,747.6
MW-08,2012-12-31,619.2
MW-08,2013-03-31,699.4
MW-08,2013-06-30,677.3
MW-08,2013-09-30,730.0
MW-08,2013-12-31,693.3
MW-08,2014-03-31,696.0
MW-08,2014-06-30,611.3
MW-08,2014-09-30,636.2
MW-08,2014-12-31,629.8
MW-08,2015-03-31,576.5
MW-08,2015-06-30,601.5
MW-08,2015-09-30,712.8
MW-08,2015-12-31,630.0
MW-09,1982-03-31,195.3
MW-09,1982-06-30,202.5
MW-09,1982-09-30,221.3
MW-09,1982-12-31,264.1
MW-09,1983-03-31,301.8
MW-09,1983-06-30,351.8
MW-09,1983-09-30,430.9
MW-09,1983-12-31,496.0
MW-09,1984-03-31,597.6
MW-09,1984-06-30,741.6
MW-09,1984-09-30,831.3
MW-09,1984-12-31,910.8
MW-09,1985-03-31,1257.3
MW-09,1985-06-30,1300.2
MW-09,1985-12-31,1514.8
MW-09,1986-03-31,2162.9
MW-09,1986-06-30,2365.2
MW-09,1986-09-30,2142.8
MW-09,1986-12-31,2990.6
MW-09,1987-03-31,2463.6
MW-09,1987-06-30,2770.5
MW-09,1987-09-30,3272.3
MW-09,1987-12-31,4424.4
MW-09,1988-03-31,4125.7
MW-09,1988-06-30,4162.4
MW-09,1988-09-30,5270.8
MW-09,1988-12-31,5301.8
MW-09,1989-03-31,4519.3
MW-09,1989-06-30,4500.1
MW-09,1989-09-30,6775.0
MW-09,1990-03-31,7846.9
MW-09,1990-06-30,7423.2
MW-09,1990-09-30,7777.4
MW-09,1990-12-31,9109.7
MW-09,1991-03-31,8836.0
MW-09,1991-06-30,9152.9
MW-09,1991-09-30,6890.8
MW-09,1991-12-31,12251.5
MW-09,1992-03-31,11800.7
MW-09,1992-06-30,9575.4
MW-09,1992-09-30,13619.0
MW-09,1992-12-31,12491.8
MW-09,1993-03-31,13471.1
MW-09,1993-06-30,11295.4
MW-09,1993-09-30,11945.4
MW-09,1994-03-31,13226.7
MW-09,1994-06-30,16721.0
MW-09,1994-09-30,17190.2
MW-09,1994-12-31,16638.6
MW-09,1995-03-31,15187.2
MW-09,1995-06-30,12168.6
MW-09,1995-09-30,14599.8
MW-09,1995-12-31,15026.6
MW-09,1996-03-31,12949.2
MW-09,1996-06-30,11831.0
MW-09,1996-09-30,10549.8
MW-09,1996-12-31,13164.0
MW-09,1997-03-31,13111.9
MW-09,1997-06-30,12026.0
MW-09,1997-09-30,14265.9
MW-09,1997-12-31,13489.9
MW-09,1998-03-31,12252.0
MW-09,1998-06-30,14037.8
MW-09,1998-09-30,9915.8
MW-09,1998-12-31,12019.3
MW-09,1999-03-31,9283.7
MW-09,1999-09-30,10850.1
MW-09,1999-12-31,9463.5
MW-09,2000-03-31,11158.2
MW-09,2000-06-30,9461.6
MW-09,2000-09-30,11249.4
MW-09,2000-12-31,10766.5
MW-09,2001-03-31,8997.3
MW-09,2001-06-30,10014.5
MW-09,2001-09-30,9562.9
MW-09,2001-12-31,13232.3
MW-09,2002-03-31,9720.6
MW-09,2002-06-30,9592.9
MW-09,2002-12-31,8868.3
MW-09,2003-06-30,8835.1
MW-09,2003-09-30,9575.1
MW-09,2003-12-31,11407.7
MW-09,2004-03-31,7543.2
MW-09,2004-06-30,7293.6
MW-09,2004-09-30,8471.2
MW-09,2004-12-31,7989.9
MW-09,2005-03-31,8458.1
MW-09,2005-06-30,6045.8
MW-09,2005-09-30,6272.1
MW-09,2005-12-31,7392.9
MW-09,2006-06-30,9636.3
MW-09,2006-09-30,8217.4
MW-09,2006-12-31,8415.8
MW-09,2007-03-31,7523.3
MW-09,2007-09-30,6001.3
MW-09,2007-12-31,7618.9
MW-09,2008-03-31,7012.6
MW-09,2008-06-30,6632.5
MW-09,2008-09-30,6505.1
MW-09,2008-12-31,6998.4
MW-09,2009-03-31,6954.5
MW-09,2009-06-30,7815.2
MW-09,2009-09-30,7504.5
MW-09,2009-12-31,6254.7
MW-09,2010-06-30,4984.2
MW-09,2010-12-31,5364.3
MW-09,2011-03-31,6940.5
MW-09,2011-06-30,5265.5
MW-09,2011-09-30,5474.4
MW-09,2011-12-31,5115.1
MW-09,2012-03-31,5624.9
MW-09,2012-06-30,5501.5
MW-09,2012-09-30,5741.6
MW-09,2012-12-31,5243.3
MW-09,2013-03-31,5174.0
MW-09,2013-06-30,4479.1
MW-09,2013-09-30,4925.3
MW-09,2014-03-31,4697.1
MW-09,2014-06-30,5030.7
MW-09,2014-09-30,4381.4
MW-09,2014-12-31,4248.6
MW-09,2015-03-31,5664.3
MW-09,2015-06-30,4361.2
MW-09,2015-12-31,4427.2
MW-10,1982-03-31,554.3
MW-10,1982-06-30,432.3
MW-10,1982-09-30,433.8
MW-10,1982-12-31,530.7
MW-10,1983-03-31,555.2
MW-10,1983-09-30,535.1
MW-10,1983-12-31,468.8
MW-10,1984-03-31,419.8
MW-10,1984-06-30,464.3
MW-10,1984-09-30,492.0
MW-10,1984-12-31,552.1
MW-10,1985-03-31,534.5
MW-10,1985-06-30,562.1
MW-10,1985-09-30,595.9
MW-10,1985-12-31,622.9
MW-10,1986-03-31,571.6
MW-10,1986-06-30,605.1
MW-10,1986-09-30,508.7
MW-10,1986-12-31,511.1
MW-10,1987-03-31,538.4
MW-10,1987-06-30,584.4
MW-10,1987-09-30,642.7
MW-10,1987-12-31,582.4
MW-10,1988-03-31,527.1
MW-10,1988-06-30,481.7
MW-10,1988-12-31,547.8
MW-10,1989-03-31,452.8
MW-10,1989-06-30,521.9
MW-10,1989-09-30,548.0
MW-10,1989-12-31,569.5
MW-10,1990-03-31,577.7
MW-10,1990-06-30,549.6
MW-10,1990-09-30,539.3
MW-10,1990-12-31,486.5
MW-10,1991-03-31,615.3
MW-10,1991-06-30,378.7
MW-10,1991-09-30,535.6
MW-10,1991-12-31,509.5
MW-10,1992-03-31,497.1
MW-10,1992-06-30,571.2
MW-10,1992-09-30,523.0
MW-10,1992-12-31,556.8
MW-10,1993-03-31,538.6
MW-10,1993-06-30,523.0
MW-10,1993-09-30,498.2
MW-10,1993-12-31,447.4
MW-10,1994-03-31,553.4
MW-10,1994-06-30,593.5
MW-10,1994-09-30,510.3
MW-10,1994-12-31,534.6
MW-10,1995-06-30,498.6
MW-10,1995-09-30,617.1
MW-10,1995-12-31,522.8
MW-10,1996-03-31,563.6
MW-10,1996-09-30,501.8
MW-10,1996-12-31,539.2
MW-10,1997-06-30,523.0
MW-10,1997-09-30,551.3
MW-10,1997-12-31,546.3
MW-10,1998-03-31,566.9
MW-10,1998-06-30,494.5
MW-10,1998-09-30,559.9
MW-10,1998-12-31,525.0
MW-10,1999-03-31,488.6
MW-10,1999-06-30,460.7
MW-10,1999-09-30,596.8
MW-10,1999-12-31,537.2
MW-10,2000-03-31,511.1
MW-10,2000-06-30,544.9
MW-10,2000-09-30,617.2
MW-10,2000-12-31,543.6
MW-10,2001-03-31,512.0
MW-10,2001-06-30,505.9
MW-10,2001-09-30,418.0
MW-10,2001-12-31,508.1
MW-10,2002-03-31,493.7
MW-10,2002-06-30,466.9
MW-10,2002-09-30,577.3
MW-10,2003-03-31,499.7
MW-10,2003-06-30,578.4
MW-10,2003-09-30,517.7
MW-10,2003-12-31,491.3
MW-10,2004-03-31,519.4
MW-10,2004-06-30,598.8
MW-10,2004-09-30,530.3
MW-10,2004-12-31,525.6
MW-10,2005-06-30,515.7
MW-10,2005-09-30,557.7
MW-10,2005-12-31,473.9
MW-10,2006-03-31,537.1
MW-10,2006-06-30,546.4
MW-10,2006-09-30,542.9
MW-10,2006-12-31,542.9
MW-10,2007-03-31,497.4
MW-10,2007-06-30,494.9
MW-10,2007-09-30,514.4
MW-10,2007-12-31,481.0
MW-10,2008-03-31,530.2
MW-10,2008-06-30,496.5
MW-10,2008-12-31,455.1
MW-10,2009-03-31,529.0
MW-10,2009-09-30,486.1
MW-10,2009-12-31,609.4
MW-10,2010-06-30,555.9
MW-10,2010-09-30,490.5
MW-10,2010-12-31,384.1
MW-10,2011-06-30,420.6
MW-10,2011-09-30,563.8
MW-10,2011-12-31,567.5
MW-10,2012-03-31,529.8
MW-10,2012-09-30,539.0
MW-10,2012-12-31,539.9
MW-10,2013-03-31,466.0
MW-10,2013-06-30,495.5
MW-10,2013-09-30,543.0
MW-10,2013-12-31,460.3
MW-10,2014-03-31,550.6
MW-10,2014-06-30,504.6
MW-10,2014-09-30,527.0
MW-10,2014-12-31,550.8
MW-10,2015-03-31,427.3
MW-10,2015-06-30,429.4
MW-10,2015-09-30,539.0
MW-10,2015-12-31,468.7
